Car_ID,Brand,Model,Year,Price_Lakh_INR,Fuel_Type,Transmission,Engine_CC,Mileage_or_Range,Safety_Rating,Airbags,ABS,ESP,Rear_Camera,Driver_Behavior,Road_Risk,Pothole_Risk,Engine_Temperature_C,Battery_Voltage_V,Brake_Condition,Tire_Pressure_PSI,Oil_Health_Percent,Maintenance_Risk,Maintenance_Risk_Score,Accident_Risk,Accident_Risk_Score,Overall_Safety_Score,Recommendation_Score,Recommendation
757,Hyundai,Verna,2023,17.57,Petrol,Automatic,1498,24.8,4,6,Yes,Yes,Yes,Normal,Medium,0.25,80.4,12.68,Good,36.5,86.3,Low,16.194357878747883,Low,19.907903874029948,83,77.07,Highly Recommended
758,Renault,Kiger,2023,9.51,Electric,Automatic,0,321.6,3,7,Yes,No,Yes,Normal,Medium,0.24,96.2,11.83,Good,33.8,83.1,Low,24.709124426704115,Low,27.53627556866361,58,78.16,Highly Recommended
759,Maruti Suzuki,Baleno,2025,8.57,Petrol,Automatic,1498,17.1,4,2,Yes,Yes,No,Calm,Low,0.07,76.5,12.08,Poor,30.1,92.7,Medium,47.40794233424851,Low,28.24751856110658,52,55.965,Consider
760,Honda,Amaze,2025,10.85,Petrol,Manual,998,23.3,4,6,Yes,Yes,Yes,Aggressive,Low,0.13,83.0,12.02,Good,28.4,90.1,Low,25.88299657630261,Low,21.999227153210995,80,70.495,Recommended
761,Kia,Carens,2022,11.56,CNG,Manual,2198,26.5,3,6,Yes,No,Yes,Aggressive,Medium,0.25,96.8,13.01,Good,28.3,58.2,Low,16.471369935224438,Medium,40.84926853314863,52,62.375,Recommended
762,Tata,Punch,2021,7.55,Petrol,Manual,1997,14.5,4,2,Yes,Yes,Yes,Normal,Medium,0.17,97.7,12.31,Good,29.7,64.4,Low,16.30697025112571,Low,22.48278393698544,74,66.475,Recommended
763,Renault,Kwid,2020,7.0,Diesel,Automatic,1290,20.2,4,6,Yes,Yes,Yes,Normal,Medium,0.22,89.6,12.39,Good,32.8,75.6,Low,7.600449327243397,Low,22.96304263501201,83,76.38,Highly Recommended
764,Toyota,Glanza,2021,14.94,Diesel,Manual,1498,26.4,5,6,Yes,Yes,No,Calm,High,0.4,83.6,12.16,Good,33.8,64.0,Low,12.32922567888732,Medium,34.48537486184265,86,67.66,Recommended
765,Mahindra,Thar,2025,17.09,Petrol,Manual,1497,22.7,4,2,Yes,Yes,No,Normal,Low,0.08,86.4,11.84,Good,32.8,62.3,Low,28.113408549356237,Low,11.661129516595304,76,62.605000000000004,Recommended
766,Renault,Kwid,2019,6.18,Diesel,Automatic,1199,19.6,3,6,Yes,No,No,Calm,High,0.31,94.8,12.96,Poor,30.5,71.1,Low,33.938380326491995,Medium,40.95228375514648,35,48.69,Consider
767,Hyundai,Exter,2019,10.02,CNG,Manual,1597,30.9,3,2,Yes,No,No,Calm,Low,0.08,100.5,13.23,Good,31.6,66.8,Low,15.894357779469154,Low,6.698270602666467,56,58.835,Consider
768,Hyundai,Venue,2023,8.54,Electric,Manual,0,293.4,4,6,Yes,Yes,Yes,Normal,Medium,0.18,83.8,12.81,Good,31.1,69.8,Low,14.614424880187837,Low,21.982882895929183,82,82.9025,Highly Recommended
769,Toyota,Innova,2021,8.97,CNG,Manual,1498,24.8,3,6,Yes,No,No,Normal,Low,0.06,84.9,12.32,Good,27.9,68.6,Low,13.498792367018376,Low,5.767019708421849,65,61.97,Recommended
770,Renault,Kwid,2026,4.5,Petrol,Manual,2198,22.1,4,6,Yes,Yes,Yes,Normal,Medium,0.37,83.1,12.45,Moderate,31.8,86.9,Low,8.48701798744191,Low,29.150781697773823,75,68.065,Recommended
771,Honda,Amaze,2025,12.59,Electric,Manual,0,401.1,5,4,Yes,Yes,Yes,Aggressive,Low,0.14,90.9,12.71,Good,30.0,62.6,Low,19.075725038270043,Medium,30.41640041433445,82,86.9,Highly Recommended
772,Skoda,Slavia,2019,13.99,Petrol,Manual,1997,24.0,3,7,Yes,No,Yes,Risky,Low,0.17,87.5,12.23,Moderate,31.0,81.1,Low,0.0,Medium,38.2796943571399,52,58.0,Consider
773,Honda,Amaze,2021,6.59,Petrol,Automatic,998,29.0,4,4,Yes,Yes,No,Normal,Low,0.15,95.7,12.24,Good,32.4,76.0,Low,10.887625619329993,Low,9.581181989441758,83,71.7,Recommended
774,Renault,Kwid,2019,8.45,CNG,Automatic,2198,27.0,4,4,Yes,Yes,Yes,Risky,Medium,0.28,96.1,12.97,Good,30.9,100.0,Low,2.2244017491379218,Medium,42.181677430112,73,76.9,Highly Recommended
775,Skoda,Slavia,2026,14.13,Petrol,Manual,1197,15.8,3,4,Yes,No,No,Normal,Low,0.19,84.1,12.91,Moderate,33.5,71.2,Low,6.258759280074757,Low,19.159043500878884,51,50.32,Consider
776,Volkswagen,Taigun,2019,6.85,Petrol,Manual,1497,17.1,4,6,Yes,Yes,Yes,Aggressive,Low,0.18,99.2,12.13,Good,32.0,90.9,Low,11.290808590797146,Low,29.4455262893063,80,69.565,Recommended
777,Toyota,Glanza,2023,8.72,Petrol,Automatic,1597,19.6,5,6,Yes,Yes,Yes,Normal,Low,0.17,97.8,11.94,Good,29.8,71.2,Medium,36.04211579099434,Low,11.627723511595365,91,79.89,Highly Recommended
778,Maruti Suzuki,Brezza,2024,4.85,Petrol,Manual,1597,24.1,4,4,Yes,Yes,Yes,Normal,Low,0.12,93.9,13.09,Good,31.9,76.4,Low,7.033598750674306,Low,15.342998119042477,82,71.515,Recommended
779,Mahindra,XUV 3XO,2025,16.4,Diesel,Manual,1197,18.5,4,7,Yes,Yes,Yes,Calm,Medium,0.14,97.3,12.51,Good,30.7,63.0,Low,7.8954255812162835,Low,20.509599521436815,86,72.475,Recommended
780,Skoda,Kushaq,2021,13.9,CNG,Automatic,1597,27.5,4,6,Yes,Yes,No,Normal,Low,0.22,97.8,12.7,Good,30.4,97.9,Low,12.750271193417763,Low,19.850590972028975,83,75.475,Highly Recommended
781,Kia,Carens,2023,11.39,Petrol,Manual,1997,19.8,4,6,Yes,Yes,No,Calm,Medium,0.33,76.5,13.24,Moderate,30.5,92.6,Low,2.5917094453913694,Low,21.334092784952638,78,63.07,Recommended
782,Skoda,Kushaq,2021,9.78,Petrol,Automatic,1498,17.0,4,6,Yes,Yes,Yes,Normal,Medium,0.25,86.3,11.86,Moderate,32.8,65.0,Low,33.54781964110021,Medium,35.91661291474541,68,69.15,Recommended
783,Maruti Suzuki,Fronx,2023,6.99,Petrol,Manual,1498,19.5,5,2,Yes,Yes,No,Normal,Low,0.14,86.3,12.78,Good,26.9,86.5,Low,9.186257384872889,Low,18.56434892151732,84,65.725,Recommended
784,Toyota,Innova,2023,14.03,CNG,Manual,1498,25.3,4,6,Yes,No,Yes,Normal,Low,0.11,85.0,12.25,Good,32.1,85.2,Low,4.404501240505638,Low,12.164168414411659,72,71.195,Recommended
785,Honda,Amaze,2025,8.04,Diesel,Manual,1197,26.7,5,4,Yes,Yes,Yes,Aggressive,Medium,0.2,83.5,12.23,Moderate,31.2,70.6,Low,8.567623736587773,Medium,43.76316729538651,73,67.855,Recommended
786,Renault,Kiger,2026,8.32,Petrol,Manual,1997,18.6,4,6,Yes,Yes,No,Calm,Medium,0.31,86.8,12.8,Good,33.4,77.9,Low,9.676136963695871,Low,17.35486234955222,84,65.59,Recommended
787,Maruti Suzuki,Fronx,2021,11.43,Petrol,Automatic,1997,16.5,4,6,Yes,Yes,No,Calm,Medium,0.05,85.4,12.75,Good,35.1,77.3,Low,14.730980321259894,Low,20.607613757057223,83,69.825,Recommended
788,Hyundai,i20,2026,15.07,Petrol,Manual,998,20.9,5,6,Yes,Yes,Yes,Aggressive,Low,0.03,105.9,12.33,Moderate,32.1,64.5,Low,24.69759599836965,Low,23.04182088245584,82,71.035,Recommended
789,Toyota,Hyryder,2024,18.21,Electric,Automatic,0,342.0,4,2,Yes,Yes,No,Normal,High,0.2,79.8,12.92,Good,31.7,95.5,Low,0.0,Medium,38.52967088852362,71,78.775,Highly Recommended
790,Kia,Seltos,2021,8.02,CNG,Manual,1290,27.5,4,6,Yes,Yes,Yes,Normal,Low,0.17,85.3,12.21,Poor,32.3,75.5,Low,29.149875877812967,Low,26.751187498547964,63,67.475,Recommended
791,Toyota,Glanza,2020,16.42,CNG,Manual,1597,25.0,5,6,Yes,Yes,No,Calm,High,0.33,86.9,12.4,Good,27.0,98.6,Low,0.0,Medium,35.27925963498439,88,72.35,Recommended
792,Kia,Carens,2022,7.59,Petrol,Manual,1997,19.7,4,7,Yes,Yes,Yes,Calm,Medium,0.22,91.8,13.16,Good,31.2,95.6,Low,12.305472680693594,Low,15.427636002764983,87,73.10499999999999,Recommended
793,Mahindra,Thar,2021,13.88,Petrol,Manual,1197,24.4,5,4,Yes,Yes,No,Normal,Low,0.1,93.0,12.42,Good,31.5,90.9,Low,0.0,Low,7.945913503625296,93,70.50999999999999,Recommended
794,Honda,City,2025,11.23,Electric,Automatic,0,431.4,3,7,Yes,No,Yes,Aggressive,Low,0.12,97.0,12.9,Good,30.5,84.8,Low,2.0160795232365647,Low,20.905297802429608,63,83.35,Highly Recommended
795,Hyundai,i20,2021,4.5,Petrol,Manual,1497,16.6,3,4,Yes,No,Yes,Risky,High,0.39,80.9,11.76,Poor,27.8,79.1,Medium,49.23442902203679,High,70.93884018872261,25,44.74,Not Recommended
796,Skoda,Kushaq,2024,15.01,Petrol,Manual,1597,21.6,3,4,Yes,No,Yes,Normal,High,0.34,90.2,12.0,Good,33.3,81.3,Low,28.54907257180735,Medium,37.504125150475076,48,55.84,Consider
797,Kia,Seltos,2025,13.33,Diesel,Manual,1497,23.6,5,2,Yes,Yes,Yes,Normal,Medium,0.26,83.1,13.04,Good,27.9,76.0,Low,4.18720475402244,Low,19.167064584062814,85,72.78999999999999,Recommended
798,Maruti Suzuki,Swift,2026,7.04,CNG,Manual,998,25.0,5,6,Yes,Yes,Yes,Normal,High,0.4,97.3,11.65,Good,32.8,77.6,Low,26.794134839519444,Medium,34.80253328303809,84,76.55000000000001,Highly Recommended
799,Hyundai,Venue,2023,12.92,Diesel,Automatic,2198,20.7,4,2,Yes,Yes,Yes,Risky,Low,0.12,84.5,12.79,Moderate,32.7,86.4,Low,6.12049776011836,Medium,40.43803236366127,63,67.455,Recommended
800,Mahindra,Scorpio,2024,13.75,Petrol,Manual,1997,13.9,3,6,Yes,No,Yes,Normal,Low,0.17,86.8,12.87,Good,31.0,100.0,Low,0.0,Low,18.5379249736788,63,61.435,Recommended
801,Tata,Harrier,2021,13.43,CNG,Manual,1199,22.9,4,4,Yes,Yes,Yes,Normal,Medium,0.1,88.2,11.98,Poor,31.7,93.9,Medium,44.33706843869898,Medium,35.036481544531036,54,62.735,Recommended
802,Maruti Suzuki,Dzire,2021,5.46,Petrol,Automatic,2198,23.3,4,4,Yes,Yes,Yes,Normal,Medium,0.14,97.3,12.3,Good,30.3,75.8,Low,7.569084674038,Low,19.049196905656697,80,75.495,Highly Recommended
803,Maruti Suzuki,Brezza,2020,4.5,Diesel,Automatic,1290,18.1,4,4,Yes,Yes,Yes,Normal,Medium,0.34,79.7,13.18,Poor,31.1,53.0,Low,29.53250543465441,Medium,35.95259447626515,56,63.915,Recommended
804,Toyota,Glanza,2026,12.88,Diesel,Manual,1290,17.0,4,4,Yes,Yes,Yes,Normal,Low,0.03,81.9,11.88,Good,31.0,92.3,Low,23.37457201153782,Low,9.428726576918216,81,70.0,Recommended
805,Volkswagen,Taigun,2021,16.86,Electric,Automatic,0,310.7,5,7,Yes,Yes,No,Aggressive,Medium,0.25,92.9,12.48,Good,29.0,97.0,Low,0.0,Medium,37.983457999133726,89,85.70125,Highly Recommended
806,Toyota,Glanza,2022,14.14,CNG,Manual,998,24.1,5,6,Yes,Yes,Yes,Calm,Low,0.0,96.2,12.09,Moderate,30.3,100.0,Low,23.72310043321176,Low,8.167633798635055,88,78.215,Highly Recommended
807,Kia,Sonet,2019,9.95,Petrol,Automatic,1199,14.2,5,2,Yes,No,Yes,Normal,Low,0.1,96.4,11.72,Good,35.1,100.0,Low,34.629962423358506,Low,12.201422121353215,68,68.73,Recommended
808,Renault,Kwid,2024,10.98,CNG,Automatic,2198,26.4,3,6,Yes,No,Yes,Normal,Low,0.0,85.0,12.38,Good,33.4,80.8,Low,5.435444112347119,Low,6.3394947368925,66,73.66,Recommended
809,Renault,Triber,2024,9.0,Electric,Manual,0,320.8,4,6,Yes,Yes,Yes,Normal,High,0.53,91.9,12.74,Good,34.1,68.2,Low,4.72772237809211,Medium,48.705293568991024,74,80.33000000000001,Highly Recommended
810,Kia,Carens,2020,13.68,Petrol,Manual,1498,20.9,4,2,Yes,Yes,Yes,Aggressive,Low,0.11,86.2,11.75,Good,28.5,40.1,Medium,39.24493179438348,Low,20.17642538643105,71,66.08500000000001,Recommended
811,Hyundai,Creta,2019,8.43,Diesel,Automatic,2198,22.2,4,2,Yes,Yes,No,Aggressive,Medium,0.3,84.9,12.14,Moderate,28.3,61.7,Low,10.07121826208283,Medium,42.80205685252283,62,61.230000000000004,Recommended
812,Skoda,Slavia,2020,8.37,Diesel,Automatic,1497,18.6,3,2,Yes,No,No,Normal,Medium,0.3,87.6,11.71,Good,29.6,73.3,Low,31.442571442233522,Medium,32.39569134896573,45,53.04,Consider
813,Hyundai,Verna,2023,6.55,Diesel,Automatic,1597,21.0,4,6,Yes,Yes,Yes,Normal,Medium,0.23,84.3,12.53,Good,33.2,76.5,Low,9.311881619694578,Low,18.33375271983168,84,76.95,Highly Recommended
814,Mahindra,Scorpio,2022,13.78,Petrol,Automatic,1497,20.8,3,2,Yes,No,Yes,Normal,High,0.54,79.0,11.92,Good,34.3,87.8,Low,24.75889500062923,Medium,37.895467075826396,44,58.92,Consider
815,Tata,Nexon,2019,9.27,Petrol,Manual,2198,18.6,5,6,Yes,Yes,Yes,Calm,Low,0.14,99.6,11.77,Moderate,30.8,94.4,Low,27.36187923584521,Low,8.828295906367048,87,72.94,Recommended
816,Maruti Suzuki,Swift,2019,7.59,Electric,Manual,0,315.5,5,6,Yes,No,No,Calm,Medium,0.19,88.0,12.59,Poor,30.0,95.8,Low,13.708265773203896,Medium,32.56415641325416,57,66.48125,Recommended
817,Kia,Sonet,2024,8.31,Petrol,Automatic,1597,18.3,4,2,Yes,Yes,Yes,Normal,Medium,0.16,92.5,12.45,Poor,35.7,76.2,Medium,35.03993300748295,Medium,39.107353788437564,50,61.245000000000005,Recommended
818,Volkswagen,Taigun,2025,11.82,Petrol,Automatic,1597,11.4,4,7,Yes,Yes,No,Aggressive,High,0.28,70.7,12.44,Good,29.7,83.0,Low,3.822464029011857,Medium,42.86763597278535,78,66.81,Recommended
819,Skoda,Kushaq,2019,10.43,Petrol,Manual,1498,18.4,4,2,Yes,Yes,No,Aggressive,Medium,0.32,97.2,12.38,Good,25.8,75.1,Low,17.771270889649912,Medium,39.98734591942353,67,57.910000000000004,Consider
820,Hyundai,i20,2020,7.9,Diesel,Manual,1290,17.6,4,4,Yes,Yes,Yes,Aggressive,Medium,0.25,88.7,12.0,Good,31.4,100.0,Low,14.694365159360977,Medium,36.325704715466806,73,66.49000000000001,Recommended
821,Tata,Altroz,2026,10.88,Petrol,Manual,1290,20.2,5,4,Yes,Yes,No,Normal,Medium,0.27,90.2,12.71,Good,29.3,56.6,Low,6.936449261788502,Medium,31.450906870917102,84,65.83000000000001,Recommended
822,Maruti Suzuki,Swift,2019,4.5,Petrol,Manual,1197,18.2,5,6,Yes,No,Yes,Risky,Low,0.09,87.5,12.63,Good,33.0,71.7,Low,11.3735139278777,Medium,32.48779631785186,72,66.13,Recommended
823,Hyundai,Creta,2019,9.04,Petrol,Manual,1290,22.1,4,2,Yes,Yes,No,Normal,Medium,0.1,95.7,12.17,Good,37.9,90.0,Low,14.405747944134959,Low,18.847500749835405,75,62.065,Recommended
824,Volkswagen,Virtus,2021,11.12,Petrol,Manual,1197,18.0,3,6,Yes,No,No,Aggressive,Low,0.0,91.8,12.21,Good,32.0,70.0,Low,9.467201915620024,Low,17.59844679976544,61,55.15,Consider
825,Kia,Carens,2026,17.24,Petrol,Automatic,1497,19.0,4,4,Yes,Yes,Yes,Normal,Low,0.0,94.0,12.62,Moderate,30.3,79.2,Low,11.852247297205295,Low,13.940415784386877,75,72.6,Recommended
826,Hyundai,i20,2020,13.0,Petrol,Automatic,1597,23.6,4,4,Yes,Yes,Yes,Risky,Low,0.11,97.9,13.09,Moderate,34.0,70.8,Low,17.58308171501901,Medium,43.424070912426984,64,68.34,Recommended
827,Volkswagen,Taigun,2021,18.04,Electric,Automatic,0,348.6,3,4,Yes,No,Yes,Normal,Medium,0.28,88.2,12.98,Moderate,29.7,78.8,Low,15.426084518506062,Medium,31.59058031214481,46,73.77250000000001,Recommended
828,Mahindra,Thar,2020,15.25,CNG,Manual,2198,27.2,2,6,Yes,No,Yes,Calm,Low,0.1,77.1,11.69,Good,33.2,41.8,Medium,37.4880772929913,Low,11.522206933586123,51,62.03,Recommended
829,Tata,Altroz,2020,4.73,CNG,Manual,1199,23.7,3,2,Yes,No,Yes,Normal,Low,0.2,91.6,12.84,Good,33.5,75.8,Low,7.0626380837360845,Low,21.588403795582504,52,61.955,Recommended
830,Honda,Elevate,2026,13.05,Diesel,Manual,1290,16.7,3,4,Yes,No,Yes,Normal,Low,0.0,78.4,11.85,Good,33.0,79.2,Low,28.428143469237234,Low,9.772886891445026,57,59.155,Consider
831,Skoda,Slavia,2021,8.05,Petrol,Manual,1498,17.5,4,6,Yes,Yes,Yes,Normal,Medium,0.25,91.6,12.97,Good,33.7,52.1,Low,16.965075923558462,Low,22.901360460769432,81,70.075,Recommended
832,Mahindra,XUV700,2025,9.26,Petrol,Automatic,1997,16.0,4,7,Yes,Yes,No,Normal,Low,0.15,88.6,11.46,Good,34.6,86.8,Low,30.71016675912602,Low,9.057410650306837,86,71.1,Recommended
833,Maruti Suzuki,Dzire,2020,6.81,Petrol,Manual,998,22.0,4,4,Yes,Yes,Yes,Normal,Low,0.09,81.5,13.09,Good,31.8,58.8,Low,12.131883226518719,Low,13.514783294523996,81,70.75,Recommended
834,Hyundai,Venue,2022,10.2,CNG,Automatic,1498,24.1,5,6,Yes,Yes,Yes,Calm,Low,0.13,94.4,12.68,Poor,34.6,81.1,Low,30.69655985031888,Low,25.034946705074493,72,76.015,Highly Recommended
835,Mahindra,Thar,2021,12.1,Diesel,Automatic,1290,17.5,5,4,Yes,No,Yes,Aggressive,Medium,0.4,98.6,12.39,Good,33.6,77.7,Low,6.625319332516343,Medium,34.80489512574791,68,69.225,Recommended
836,Kia,Carens,2026,13.18,Petrol,Manual,1197,13.0,5,6,Yes,Yes,No,Aggressive,Low,0.0,89.2,12.33,Moderate,32.2,76.0,Low,8.279548739011805,Low,24.60695751902095,84,64.75,Recommended
837,Hyundai,i20,2023,11.63,Petrol,Automatic,1997,22.0,4,4,Yes,Yes,Yes,Aggressive,Medium,0.18,69.7,12.2,Good,29.7,71.8,Low,13.952750640976092,Medium,33.45081418817394,74,72.6,Recommended
838,Renault,Kiger,2019,4.5,Petrol,Automatic,2198,15.3,4,6,Yes,Yes,Yes,Normal,Low,0.14,100.7,12.69,Good,31.5,77.5,Low,23.358212800890797,Low,17.73443426333953,82,75.195,Highly Recommended
839,Toyota,Glanza,2024,15.18,Petrol,Manual,1497,16.0,4,2,Yes,Yes,Yes,Normal,Medium,0.48,89.4,12.01,Moderate,35.9,58.6,Low,30.727701979235093,Medium,38.02570722387407,60,60.4,Recommended
840,Toyota,Hyryder,2024,14.55,Electric,Manual,0,269.2,5,2,Yes,Yes,Yes,Normal,Low,0.21,82.1,12.2,Good,32.1,72.5,Low,11.3153949535829,Low,22.66067662817236,82,81.995,Highly Recommended
841,Renault,Triber,2023,6.12,CNG,Manual,998,31.9,4,2,Yes,Yes,Yes,Risky,High,0.43,89.2,12.94,Moderate,31.1,89.0,Low,5.639966285449902,High,65.31882279069892,54,64.08500000000001,Recommended
842,Kia,Seltos,2019,11.04,CNG,Manual,1197,27.0,4,4,Yes,Yes,Yes,Normal,Medium,0.27,93.6,12.35,Good,27.5,94.4,Low,7.275327468971711,Low,29.073955723313873,77,73.69999999999999,Recommended
843,Skoda,Slavia,2025,13.43,Petrol,Manual,1597,21.3,5,6,Yes,Yes,Yes,Aggressive,High,0.55,93.3,13.0,Good,32.0,88.5,Low,3.146006221095301,Medium,52.8347684538133,81,70.64500000000001,Recommended
844,Mahindra,XUV700,2021,16.3,Electric,Automatic,0,304.8,4,6,Yes,Yes,Yes,Normal,Medium,0.22,95.7,11.94,Good,31.8,84.2,Low,24.616249548790826,Low,27.96884619816659,79,86.98,Highly Recommended
845,Skoda,Slavia,2021,10.84,Petrol,Manual,2198,19.6,4,4,Yes,Yes,Yes,Aggressive,Low,0.18,88.0,12.67,Good,27.6,74.8,Low,6.943366873211241,Low,20.443819182283796,80,69.94,Recommended
846,Volkswagen,Taigun,2025,13.42,Electric,Manual,0,435.1,4,6,Yes,Yes,Yes,Normal,High,0.42,97.5,12.88,Moderate,28.6,74.4,Low,15.047105336767158,Medium,48.88476365645815,67,80.15,Highly Recommended
847,Maruti Suzuki,Dzire,2025,8.84,Petrol,Manual,1498,18.0,3,4,Yes,No,No,Calm,Medium,0.21,94.6,13.0,Good,37.2,80.2,Low,10.430224830153845,Low,12.729226060046692,59,54.25,Consider
848,Hyundai,Exter,2023,11.03,Petrol,Manual,998,13.9,5,4,Yes,Yes,No,Normal,Medium,0.14,101.0,12.76,Moderate,31.9,65.9,Low,18.81796300903722,Low,27.589553785245883,78,62.185,Recommended
849,Honda,Amaze,2023,7.89,Petrol,Manual,1597,23.4,5,6,Yes,No,Yes,Calm,Low,0.09,97.2,11.58,Good,34.0,65.3,Low,34.54425554411084,Low,10.17457366497281,76,68.71000000000001,Recommended
850,Volkswagen,Virtus,2019,5.84,Petrol,Automatic,1498,13.9,5,7,Yes,No,Yes,Normal,Low,0.27,81.8,13.28,Moderate,32.0,84.0,Low,7.552632494835077,Low,27.828417676252975,70,69.58500000000001,Recommended
851,Tata,Harrier,2024,7.33,Petrol,Automatic,1597,19.4,2,6,Yes,No,Yes,Normal,Low,0.1,88.6,12.39,Moderate,30.8,100.0,Low,0.0,Low,19.278445630498865,48,60.510000000000005,Recommended
852,Kia,Carens,2025,17.25,Electric,Automatic,0,373.1,4,2,Yes,Yes,Yes,Normal,Medium,0.3,83.2,12.07,Good,30.6,84.1,Low,25.91191853068892,Low,20.619375680348675,73,86.84125,Highly Recommended
853,Volkswagen,Virtus,2025,15.03,Petrol,Manual,998,20.0,4,7,Yes,Yes,No,Normal,Medium,0.17,83.1,12.39,Poor,34.8,91.9,Low,24.51677044564207,Medium,33.36913375444937,64,56.8,Consider
854,Hyundai,Exter,2022,4.5,Diesel,Manual,1597,21.8,5,6,Yes,No,Yes,Normal,Medium,0.26,82.6,12.25,Good,31.9,62.2,Low,11.584626154017407,Low,25.242401212220646,74,67.57000000000001,Recommended
855,Maruti Suzuki,Dzire,2024,8.04,Petrol,Automatic,1498,18.1,3,7,Yes,No,No,Normal,Low,0.13,90.9,12.81,Good,28.1,97.1,Low,3.3922295780554457,Low,8.781350595304245,67,62.865,Recommended
856,Maruti Suzuki,Dzire,2022,8.25,Petrol,Automatic,998,14.8,4,6,Yes,Yes,Yes,Calm,Low,0.02,99.5,12.73,Good,31.1,82.0,Low,6.11520046936595,Low,7.9487934228146075,88,77.82,Highly Recommended
857,Volkswagen,Virtus,2025,4.5,Petrol,Automatic,1498,15.9,4,6,Yes,Yes,Yes,Normal,Medium,0.29,91.2,12.63,Good,25.9,100.0,Low,8.548649223566994,Low,25.66854300743716,82,75.285,Highly Recommended
858,Toyota,Hyryder,2025,18.65,Electric,Manual,0,279.4,3,7,Yes,No,Yes,Aggressive,Low,0.09,96.0,12.31,Moderate,29.4,73.8,Low,10.86043951039747,Low,29.78235302253167,53,69.3275,Recommended
859,Honda,City,2023,8.16,Petrol,Automatic,1997,20.4,3,6,Yes,No,Yes,Risky,Low,0.18,88.7,12.69,Poor,31.0,58.0,Medium,42.13514757172112,Medium,50.40062927580338,30,52.56,Consider
860,Maruti Suzuki,Fronx,2026,6.12,Diesel,Manual,1498,11.6,3,6,Yes,No,Yes,Risky,Medium,0.36,96.7,13.29,Moderate,35.7,77.4,Low,4.813367843838112,High,64.12908101792965,40,50.739999999999995,Consider
861,Maruti Suzuki,Brezza,2022,4.5,Diesel,Automatic,2198,19.8,4,6,Yes,Yes,Yes,Normal,Low,0.31,92.9,12.29,Moderate,36.6,89.1,Low,5.155121842098807,Low,14.720726823112727,80,74.97,Recommended
862,Renault,Kiger,2026,9.96,Diesel,Automatic,1997,15.2,3,4,Yes,No,Yes,Normal,Low,0.2,90.5,13.1,Good,32.3,73.7,Low,10.769835713835814,Low,20.791803519157014,56,63.480000000000004,Recommended
863,Mahindra,XUV 3XO,2023,17.47,Electric,Manual,0,370.4,3,6,Yes,No,Yes,Calm,Low,0.01,86.2,12.79,Moderate,28.2,84.2,Low,1.1258150108296077,Low,11.747700340088029,59,75.44,Highly Recommended
864,Tata,Curvv,2026,14.92,Petrol,Manual,998,23.0,4,6,Yes,Yes,Yes,Normal,Medium,0.21,91.3,12.83,Poor,31.3,92.7,Low,22.90500689293331,Low,29.08504802415635,63,62.8,Recommended
865,Volkswagen,Virtus,2024,8.01,Diesel,Manual,998,22.5,3,2,Yes,No,Yes,Calm,Medium,0.31,94.5,12.77,Good,33.2,99.5,Low,2.840054641368785,Low,28.80680417759676,50,56.875,Consider
866,Honda,Amaze,2026,9.44,Petrol,Automatic,998,23.7,5,4,Yes,Yes,Yes,Calm,Medium,0.35,92.7,12.47,Good,33.2,75.0,Low,17.22843617459657,Low,27.565603442398135,84,77.355,Highly Recommended
867,Toyota,Innova,2024,11.9,Petrol,Automatic,1497,11.9,5,2,Yes,No,No,Calm,High,0.45,80.4,12.89,Good,32.7,78.7,Low,4.756521165671197,Medium,38.55849947155605,63,60.135000000000005,Recommended
868,Kia,Carens,2019,14.31,Electric,Manual,0,366.1,4,2,Yes,Yes,Yes,Normal,High,0.4,78.2,12.92,Moderate,29.4,100.0,Low,3.488107612162958,Medium,48.9083828755671,60,75.72874999999999,Highly Recommended
869,Skoda,Kushaq,2021,15.05,Diesel,Automatic,1597,20.8,4,7,Yes,Yes,No,Calm,Low,0.1,92.8,12.49,Good,32.1,78.2,Low,6.142425629957762,Low,13.690353841591254,88,72.72,Recommended
870,Kia,Carens,2020,10.24,Petrol,Automatic,2198,19.0,5,2,Yes,Yes,Yes,Normal,Low,0.11,91.9,12.24,Good,32.0,82.9,Low,8.685151631308775,Low,13.807979520735651,86,77.55000000000001,Highly Recommended
871,Tata,Nexon,2026,12.17,Diesel,Automatic,1498,28.8,5,6,Yes,Yes,Yes,Calm,Medium,0.2,91.2,12.39,Good,31.3,100.0,Low,2.9363813425257397,Low,13.844599880483475,95,83.07,Highly Recommended
872,Volkswagen,Taigun,2025,14.4,Petrol,Automatic,2198,25.5,5,6,Yes,Yes,No,Aggressive,Low,0.15,78.1,12.75,Good,35.2,85.7,Low,14.57069936067802,Low,26.67513504243719,88,73.42500000000001,Recommended
873,Volkswagen,Taigun,2024,15.76,Diesel,Automatic,998,18.2,5,2,Yes,Yes,Yes,Normal,Low,0.02,100.9,11.76,Poor,30.4,97.8,Medium,50.99422443039443,Low,22.888202512916425,61,66.18,Recommended
874,Mahindra,XUV 3XO,2019,11.71,Diesel,Manual,1197,18.7,5,6,Yes,Yes,Yes,Calm,High,0.4,90.0,13.23,Good,31.2,85.9,Low,9.979254201350628,Medium,39.09694176607518,85,72.055,Recommended
